G1519	PREP	｛40.8.31｜40.8.31｝
G3588	T-ASF	｛40.8.31｜40.8.31｝
G34	N-ASF	｛40.8.31｜40.8.31｝
G3588	T-GPM	｛40.8.31｜40.8.31｝
G5519	N-GPM	｛40.8.31｜40.8.31｝
G2532	CONJ	｛40.8.32｜40.8.32｝
G2036	V-2AAI-3S	｛40.8.32｜40.8.32｝
G846	P-DPM	｛40.8.32｜40.8.32｝
G5217	V-PAM-2P	｛40.8.32｜40.8.32｝
G3588	T-NPM	｛40.8.32｜40.8.32｝
G1161	CONJ	｛40.8.32｜40.8.32｝
G1831	V-2AAP-NPM	｛40.8.32｜40.8.32｝
G565	V-2AAI-3P	｛40.8.32｜40.8.32｝
G1519	PREP	｛40.8.32｜40.8.32｝
G3588	T-APM	｛40.8.32｜40.8.32｝
G5519	N-APM	｛40.8.32｜40.8.32｝
G2532	CONJ	｛40.8.32｜40.8.32｝
G2400	INJ	｛40.8.32｜40.8.32｝
G3729	V-AAI-3S	｛40.8.32｜40.8.32｝
G3956	A-NSF	｛40.8.32｜40.8.32｝
G3588	T-NSF	｛40.8.32｜40.8.32｝
G34	N-NSF	｛40.8.32｜40.8.32｝
G2596	PREP	｛40.8.32｜40.8.32｝
G3588	T-GSM	｛40.8.32｜40.8.32｝
G2911	N-GSM	｛40.8.32｜40.8.32｝
G1519	PREP	｛40.8.32｜40.8.32｝
G3588	T-ASF	｛40.8.32｜40.8.32｝
G2281	N-ASF	｛40.8.32｜40.8.32｝
G2532	CONJ	｛40.8.32｜40.8.32｝
G599	V-2AAI-3P	｛40.8.32｜40.8.32｝
G1722	PREP	｛40.8.32｜40.8.32｝
G3588	T-DPN	｛40.8.32｜40.8.32｝
G5204	N-DPN	｛40.8.32｜40.8.32｝
G3588	T-NPM	｛40.8.33｜40.8.33｝
G1161	CONJ	｛40.8.33｜40.8.33｝
G1006	V-PAP-NPM	｛40.8.33｜40.8.33｝
G5343	V-2AAI-3P	｛40.8.33｜40.8.33｝
G2532	CONJ	｛40.8.33｜40.8.33｝
G565	V-2AAP-NPM	｛40.8.33｜40.8.33｝
G1519	PREP	｛40.8.33｜40.8.33｝
G3588	T-ASF	｛40.8.33｜40.8.33｝
G4172	N-ASF	｛40.8.33｜40.8.33｝
G518	V-AAI-3P	｛40.8.33｜40.8.33｝
G3956	A-APN	｛40.8.33｜40.8.33｝
G2532	CONJ	｛40.8.33｜40.8.33｝
G3588	T-APN	｛40.8.33｜40.8.33｝
G3588	T-GPM	｛40.8.33｜40.8.33｝
G1139	V-PNP-GPM	｛40.8.33｜40.8.33｝
G2532	CONJ	｛40.8.34｜40.8.34｝
G2400	INJ	｛40.8.34｜40.8.34｝
G3956	A-NSF	｛40.8.34｜40.8.34｝
G3588	T-NSF	｛40.8.34｜40.8.34｝
G4172	N-NSF	｛40.8.34｜40.8.34｝
G1831	V-2AAI-3S	｛40.8.34｜40.8.34｝
G1519	PREP	｛40.8.34｜40.8.34｝
G5222	N-ASF	｛40.8.34｜40.8.34｝
G3588	T-DSM	｛40.8.34｜40.8.34｝
G2424	N-DSM-P	｛40.8.34｜40.8.34｝
G2532	CONJ	｛40.8.34｜40.8.34｝
G1492	V-2AAP-NPM	｛40.8.34｜40.8.34｝
G846	P-ASM	｛40.8.34｜40.8.34｝
G3870	V-AAI-3P	｛40.8.34｜40.8.34｝
G3704	CONJ	｛40.8.34｜40.8.34｝
G3327	V-2AAS-3S	｛40.8.34｜40.8.34｝
G575	PREP	｛40.8.34｜40.8.34｝
G3588	T-GPN	｛40.8.34｜40.8.34｝
G3725	N-GPN	｛40.8.34｜40.8.34｝
G846	P-GPM	｛40.8.34｜40.8.34｝
G2532	CONJ	｛40.9.1｜40.9.1｝
G1684	V-2AAP-NSM	｛40.9.1｜40.9.1｝
G1519	PREP	｛40.9.1｜40.9.1｝
G4143	N-ASN	｛40.9.1｜40.9.1｝
G1276	V-AAI-3S	｛40.9.1｜40.9.1｝
G2532	CONJ	｛40.9.1｜40.9.1｝
G2064	V-2AAI-3S	｛40.9.1｜40.9.1｝
G1519	PREP	｛40.9.1｜40.9.1｝
G3588	T-ASF	｛40.9.1｜40.9.1｝
G2398	A-ASF	｛40.9.1｜40.9.1｝
G4172	N-ASF	｛40.9.1｜40.9.1｝
G2532	CONJ	｛40.9.2｜40.9.2｝
G2400	INJ	｛40.9.2｜40.9.2｝
G4374	V-IAI-3P	｛40.9.2｜40.9.2｝
G846	P-DSM	｛40.9.2｜40.9.2｝
G3885	A-ASM	｛40.9.2｜40.9.2｝
G1909	PREP	｛40.9.2｜40.9.2｝
G2825	N-GSF	｛40.9.2｜40.9.2｝
G906	V-RPP-ASM	｛40.9.2｜40.9.2｝
G2532	CONJ	｛40.9.2｜40.9.2｝
G1492	V-2AAP-NSM	｛40.9.2｜40.9.2｝
G3588	T-NSM	｛40.9.2｜40.9.2｝
G2424	N-NSM-P	｛40.9.2｜40.9.2｝
G3588	T-ASF	｛40.9.2｜40.9.2｝
G4102	N-ASF	｛40.9.2｜40.9.2｝
G846	P-GPM	｛40.9.2｜40.9.2｝
G2036	V-2AAI-3S	｛40.9.2｜40.9.2｝
G3588	T-DSM	｛40.9.2｜40.9.2｝
G3885	A-DSM	｛40.9.2｜40.9.2｝
G2293	V-PAM-2S	｛40.9.2｜40.9.2｝
G5043	N-VSN	｛40.9.2｜40.9.2｝
G863	V-PPI-3P	｛40.9.2｜40.9.2｝
G4771	P-2GS	｛40.9.2｜40.9.2｝
G3588	T-NPF	｛40.9.2｜40.9.2｝
G266	N-NPF	｛40.9.2｜40.9.2｝
G2532	CONJ	｛40.9.3｜40.9.3｝
G2400	INJ	｛40.9.3｜40.9.3｝
G5100	X-NPM	｛40.9.3｜40.9.3｝
G3588	T-GPM	｛40.9.3｜40.9.3｝
G1122	N-GPM	｛40.9.3｜40.9.3｝
G2036	V-2AAI-3P	｛40.9.3｜40.9.3｝
G1722	PREP	｛40.9.3｜40.9.3｝
G1438	F-3DPM	｛40.9.3｜40.9.3｝
G3778	D-NSM	｛40.9.3｜40.9.3｝
G987	V-PAI-3S	｛40.9.3｜40.9.3｝
G2532	CONJ	｛40.9.4｜40.9.4｝
G1492	V-2AAP-NSM	｛40.9.4｜40.9.4｝
G3588	T-NSM	｛40.9.4｜40.9.4｝
G2424	N-NSM-P	｛40.9.4｜40.9.4｝
G3588	T-APF	｛40.9.4｜40.9.4｝
G1761	N-APF	｛40.9.4｜40.9.4｝
G846	P-GPM	｛40.9.4｜40.9.4｝
G2036	V-2AAI-3S	｛40.9.4｜40.9.4｝
G2444	ADV	｛40.9.4｜40.9.4｝
G1760	V-PNI-2P	｛40.9.4｜40.9.4｝
G4190	A-APN	｛40.9.4｜40.9.4｝
G1722	PREP	｛40.9.4｜40.9.4｝
G3588	T-DPF	｛40.9.4｜40.9.4｝
G2588	N-DPF	｛40.9.4｜40.9.4｝
G4771	P-2GP	｛40.9.4｜40.9.4｝
G5101	I-NSN	｛40.9.5｜40.9.5｝
G1063	CONJ	｛40.9.5｜40.9.5｝
G1510	V-PAI-3S	｛40.9.5｜40.9.5｝
G2123	A-NSN-C	｛40.9.5｜40.9.5｝
G2036	V-2AAN	｛40.9.5｜40.9.5｝
G863	V-PPI-3P	｛40.9.5｜40.9.5｝
G4771	P-2GS	｛40.9.5｜40.9.5｝
G3588	T-NPF	｛40.9.5｜40.9.5｝
G266	N-NPF	｛40.9.5｜40.9.5｝
G2228	CONJ	｛40.9.5｜40.9.5｝
G2036	V-2AAN	｛40.9.5｜40.9.5｝
G1453	V-PAM-2S	｛40.9.5｜40.9.5｝
G2532	CONJ	｛40.9.5｜40.9.5｝
G4043	V-PAM-2S	｛40.9.5｜40.9.5｝
G2443	CONJ	｛40.9.6｜40.9.6｝
G1161	CONJ	｛40.9.6｜40.9.6｝
G1492	V-RAS-2P	｛40.9.6｜40.9.6｝
G3754	CONJ	｛40.9.6｜40.9.6｝
G1849	N-ASF	｛40.9.6｜40.9.6｝
G2192	V-PAI-3S	｛40.9.6｜40.9.6｝
G3588	T-NSM	｛40.9.6｜40.9.6｝
G5207	N-NSM	｛40.9.6｜40.9.6｝
G3588	T-GSM	｛40.9.6｜40.9.6｝
G444	N-GSM	｛40.9.6｜40.9.6｝
G1909	PREP	｛40.9.6｜40.9.6｝
G3588	T-GSF	｛40.9.6｜40.9.6｝
G1093	N-GSF	｛40.9.6｜40.9.6｝
G863	V-PAN	｛40.9.6｜40.9.6｝
G266	N-APF	｛40.9.6｜40.9.6｝
G5119	ADV	｛40.9.6｜40.9.6｝
G3004	V-PAI-3S	｛40.9.6｜40.9.6｝
G3588	T-DSM	｛40.9.6｜40.9.6｝
G3885	A-DSM	｛40.9.6｜40.9.6｝
G1453	V-APP-NSM	｛40.9.6｜40.9.6｝
G142	V-AAM-2S	｛40.9.6｜40.9.6｝
G4771	P-2GS	｛40.9.6｜40.9.6｝
G3588	T-ASF	｛40.9.6｜40.9.6｝
G2825	N-ASF	｛40.9.6｜40.9.6｝
G2532	CONJ	｛40.9.6｜40.9.6｝
G5217	V-PAM-2S	｛40.9.6｜40.9.6｝
G1519	PREP	｛40.9.6｜40.9.6｝
G3588	T-ASM	｛40.9.6｜40.9.6｝
G3624	N-ASM	｛40.9.6｜40.9.6｝
G4771	P-2GS	｛40.9.6｜40.9.6｝
G2532	CONJ	｛40.9.7｜40.9.7｝
G1453	V-APP-NSM	｛40.9.7｜40.9.7｝
G565	V-2AAI-3S	｛40.9.7｜40.9.7｝
G1519	PREP	｛40.9.7｜40.9.7｝
G3588	T-ASM	｛40.9.7｜40.9.7｝
G3624	N-ASM	｛40.9.7｜40.9.7｝
G846	P-GSM	｛40.9.7｜40.9.7｝
G1492	V-2AAP-NPM	｛40.9.8｜40.9.8｝
G1161	CONJ	｛40.9.8｜40.9.8｝
G3588	T-NPM	｛40.9.8｜40.9.8｝
G3793	N-NPM	｛40.9.8｜40.9.8｝
G5399	V-AOI-3P	｛40.9.8｜40.9.8｝
G2532	CONJ	｛40.9.8｜40.9.8｝
G1392	V-AAI-3P	｛40.9.8｜40.9.8｝
G3588	T-ASM	｛40.9.8｜40.9.8｝
G2316	N-ASM	｛40.9.8｜40.9.8｝
G3588	T-ASM	｛40.9.8｜40.9.8｝
G1325	V-2AAP-ASM	｛40.9.8｜40.9.8｝
G1849	N-ASF	｛40.9.8｜40.9.8｝
G5108	D-ASF	｛40.9.8｜40.9.8｝
G3588	T-DPM	｛40.9.8｜40.9.8｝
G444	N-DPM	｛40.9.8｜40.9.8｝
G2532	CONJ	｛40.9.9｜40.9.9｝
G3855	V-PAP-NSM	｛40.9.9｜40.9.9｝
G3588	T-NSM	｛40.9.9｜40.9.9｝
G2424	N-NSM-P	｛40.9.9｜40.9.9｝
G1564	ADV	｛40.9.9｜40.9.9｝
G1492	V-2AAI-3S	｛40.9.9｜40.9.9｝
G444	N-ASM	｛40.9.9｜40.9.9｝
G2521	V-PNP-ASM	｛40.9.9｜40.9.9｝
G1909	PREP	｛40.9.9｜40.9.9｝
G3588	T-ASN	｛40.9.9｜40.9.9｝
G5058	N-ASN	｛40.9.9｜40.9.9｝
G3156	N-ASM-P	｛40.9.9｜40.9.9｝
G3004	V-PPP-ASM	｛40.9.9｜40.9.9｝
G2532	CONJ	｛40.9.9｜40.9.9｝
G3004	V-PAI-3S	｛40.9.9｜40.9.9｝
G846	P-DSM	｛40.9.9｜40.9.9｝
G190	V-PAM-2S	｛40.9.9｜40.9.9｝
G1473	P-1DS	｛40.9.9｜40.9.9｝
G2532	CONJ	｛40.9.9｜40.9.9｝
G450	V-2AAP-NSM	｛40.9.9｜40.9.9｝
G190	V-AAI-3S	｛40.9.9｜40.9.9｝
G846	P-DSM	｛40.9.9｜40.9.9｝
G2532	CONJ	｛40.9.10｜40.9.10｝
G1096	V-2ADI-3S	｛40.9.10｜40.9.10｝
G846	P-GSM	｛40.9.10｜40.9.10｝
G345	V-PNP-GSM	｛40.9.10｜40.9.10｝
G1722	PREP	｛40.9.10｜40.9.10｝
G3588	T-DSF	｛40.9.10｜40.9.10｝
G3614	N-DSF	｛40.9.10｜40.9.10｝
G2532	CONJ	｛40.9.10｜40.9.10｝
G2400	INJ	｛40.9.10｜40.9.10｝
G4183	A-NPM	｛40.9.10｜40.9.10｝
G5057	N-NPM	｛40.9.10｜40.9.10｝
G2532	CONJ	｛40.9.10｜40.9.10｝
G268	A-NPM	｛40.9.10｜40.9.10｝
G2064	V-2AAP-NPM	｛40.9.10｜40.9.10｝
G4873	V-INI-3P	｛40.9.10｜40.9.10｝
G3588	T-DSM	｛40.9.10｜40.9.10｝
G2424	N-DSM-P	｛40.9.10｜40.9.10｝
G2532	CONJ	｛40.9.10｜40.9.10｝
G3588	T-DPM	｛40.9.10｜40.9.10｝
G3101	N-DPM	｛40.9.10｜40.9.10｝
G846	P-GSM	｛40.9.10｜40.9.10｝
G2532	CONJ	｛40.9.11｜40.9.11｝
G1492	V-2AAP-NPM	｛40.9.11｜40.9.11｝
G3588	T-NPM	｛40.9.11｜40.9.11｝
G5330	N-NPM-T	｛40.9.11｜40.9.11｝
G3004	V-IAI-3P	｛40.9.11｜40.9.11｝
G3588	T-DPM	｛40.9.11｜40.9.11｝
G3101	N-DPM	｛40.9.11｜40.9.11｝
G846	P-GSM	｛40.9.11｜40.9.11｝
G1223	PREP	｛40.9.11｜40.9.11｝
G5101	I-ASN	｛40.9.11｜40.9.11｝
G3326	PREP	｛40.9.11｜40.9.11｝
G3588	T-GPM	｛40.9.11｜40.9.11｝
G5057	N-GPM	｛40.9.11｜40.9.11｝
G2532	CONJ	｛40.9.11｜40.9.11｝
G268	A-GPM	｛40.9.11｜40.9.11｝
G2068	V-PAI-3S	｛40.9.11｜40.9.11｝
G3588	T-NSM	｛40.9.11｜40.9.11｝
G1320	N-NSM	｛40.9.11｜40.9.11｝
G4771	P-2GP	｛40.9.11｜40.9.11｝
G3588	T-NSM	｛40.9.12｜40.9.12｝
G1161	CONJ	｛40.9.12｜40.9.12｝
G191	V-AAP-NSM	｛40.9.12｜40.9.12｝
G2036	V-2AAI-3S	｛40.9.12｜40.9.12｝
G3756	PRT-N	｛40.9.12｜40.9.12｝
G5532	N-ASF	｛40.9.12｜40.9.12｝
G2192	V-PAI-3P	｛40.9.12｜40.9.12｝
G3588	T-NPM	｛40.9.12｜40.9.12｝
G2480	V-PAP-NPM	｛40.9.12｜40.9.12｝
G2395	N-GSM	｛40.9.12｜40.9.12｝
G235	CONJ	｛40.9.12｜40.9.12｝
G3588	T-NPM	｛40.9.12｜40.9.12｝
G2560	ADV	｛40.9.12｜40.9.12｝
G2192	V-PAP-NPM	｛40.9.12｜40.9.12｝
G4198	V-AOP-NPM	｛40.9.13｜40.9.13｝
G1161	CONJ	｛40.9.13｜40.9.13｝
G3129	V-2AAM-2P	｛40.9.13｜40.9.13｝
G5101	I-NSN	｛40.9.13｜40.9.13｝
G1510	V-PAI-3S	｛40.9.13｜40.9.13｝
G1656	N-ASN	｛40.9.13｜40.9.13｝
G2309	V-PAI-1S	｛40.9.13｜40.9.13｝
G2532	CONJ	｛40.9.13｜40.9.13｝
G3756	PRT-N	｛40.9.13｜40.9.13｝
G2378	N-ASF	｛40.9.13｜40.9.13｝
G3756	PRT-N	｛40.9.13｜40.9.13｝
G1063	CONJ	｛40.9.13｜40.9.13｝
G2064	V-2AAI-1S	｛40.9.13｜40.9.13｝
G2564	V-AAN	｛40.9.13｜40.9.13｝
G1342	A-APM	｛40.9.13｜40.9.13｝
G235	CONJ	｛40.9.13｜40.9.13｝
G268	A-APM	｛40.9.13｜40.9.13｝
G5119	ADV	｛40.9.14｜40.9.14｝
G4334	V-PNI-3P	｛40.9.14｜40.9.14｝
G846	P-DSM	｛40.9.14｜40.9.14｝
G3588	T-NPM	｛40.9.14｜40.9.14｝
G3101	N-NPM	｛40.9.14｜40.9.14｝
G2491	N-GSM-P	｛40.9.14｜40.9.14｝
G3004	V-PAP-NPM	｛40.9.14｜40.9.14｝
G1223	PREP	｛40.9.14｜40.9.14｝
G5101	I-ASN	｛40.9.14｜40.9.14｝
G1473	P-1NP	｛40.9.14｜40.9.14｝
G2532	CONJ	｛40.9.14｜40.9.14｝
G3588	T-NPM	｛40.9.14｜40.9.14｝
G5330	N-NPM-T	｛40.9.14｜40.9.14｝
G3522	V-PAI-1P	｛40.9.14｜40.9.14｝
G4183	A-APN	｛40.9.14｜40.9.14｝
G3588	T-NPM	｛40.9.14｜40.9.14｝
G1161	CONJ	｛40.9.14｜40.9.14｝
G3101	N-NPM	｛40.9.14｜40.9.14｝
G4771	P-2GS	｛40.9.14｜40.9.14｝
G3756	PRT-N	｛40.9.14｜40.9.14｝
G3522	V-PAI-3P	｛40.9.14｜40.9.14｝
G2532	CONJ	｛40.9.15｜40.9.15｝
G2036	V-2AAI-3S	｛40.9.15｜40.9.15｝
G846	P-DPM	｛40.9.15｜40.9.15｝
G3588	T-NSM	｛40.9.15｜40.9.15｝
G2424	N-NSM-P	｛40.9.15｜40.9.15｝
G3361	PRT	｛40.9.15｜40.9.15｝
G1410	V-PNI-3P	｛40.9.15｜40.9.15｝
G3588	T-NPM	｛40.9.15｜40.9.15｝
G5207	N-NPM	｛40.9.15｜40.9.15｝
G3588	T-GSM	｛40.9.15｜40.9.15｝
G3567	N-GSM	｛40.9.15｜40.9.15｝
G3996	V-PAN	｛40.9.15｜40.9.15｝
G1909	PREP	｛40.9.15｜40.9.15｝
G3745	K-ASN	｛40.9.15｜40.9.15｝
G3326	PREP	｛40.9.15｜40.9.15｝
G846	P-GPM	｛40.9.15｜40.9.15｝
G1510	V-PAI-3S	｛40.9.15｜40.9.15｝
G3588	T-NSM	｛40.9.15｜40.9.15｝
G3566	N-NSM	｛40.9.15｜40.9.15｝
G2064	V-FDI-3P	｛40.9.15｜40.9.15｝
G1161	CONJ	｛40.9.15｜40.9.15｝
G2250	N-NPF	｛40.9.15｜40.9.15｝
G3752	ADV	｛40.9.15｜40.9.15｝
G522	V-APS-3S	｛40.9.15｜40.9.15｝
G575	PREP	｛40.9.15｜40.9.15｝
G846	P-GPM	｛40.9.15｜40.9.15｝
G3588	T-NSM	｛40.9.15｜40.9.15｝
G3566	N-NSM	｛40.9.15｜40.9.15｝
G2532	CONJ	｛40.9.15｜40.9.15｝
G5119	ADV	｛40.9.15｜40.9.15｝
G3522	V-FAI-3P	｛40.9.15｜40.9.15｝
G3762	A-NSM	｛40.9.16｜40.9.16｝
G1161	CONJ	｛40.9.16｜40.9.16｝
G1911	V-PAI-3S	｛40.9.16｜40.9.16｝
G1915	N-ASN	｛40.9.16｜40.9.16｝
G4470	N-GSN	｛40.9.16｜40.9.16｝
G46	A-GSN	｛40.9.16｜40.9.16｝
G1909	PREP	｛40.9.16｜40.9.16｝
G2440	N-DSN	｛40.9.16｜40.9.16｝
G3820	A-DSN	｛40.9.16｜40.9.16｝
G142	V-PAI-3S	｛40.9.16｜40.9.16｝
G1063	CONJ	｛40.9.16｜40.9.16｝
G3588	T-ASN	｛40.9.16｜40.9.16｝
G4138	N-ASN	｛40.9.16｜40.9.16｝
G846	P-GSN	｛40.9.16｜40.9.16｝
G575	PREP	｛40.9.16｜40.9.16｝
G3588	T-GSN	｛40.9.16｜40.9.16｝
G2440	N-GSN	｛40.9.16｜40.9.16｝
G2532	CONJ	｛40.9.16｜40.9.16｝
G5501	A-NSN-C	｛40.9.16｜40.9.16｝
G4978	N-NSN	｛40.9.16｜40.9.16｝
G1096	V-PNI-3S	｛40.9.16｜40.9.16｝
G3761	CONJ-N	｛40.9.17｜40.9.17｝
G906	V-PAI-3P	｛40.9.17｜40.9.17｝
G3631	N-ASM	｛40.9.17｜40.9.17｝
G3501	A-ASM	｛40.9.17｜40.9.17｝
G1519	PREP	｛40.9.17｜40.9.17｝
G779	N-APM	｛40.9.17｜40.9.17｝
G3820	A-APM	｛40.9.17｜40.9.17｝
G1487	CONJ	｛40.9.17｜40.9.17｝
G1161	CONJ	｛40.9.17｜40.9.17｝
G3361	PRT-N	｛40.9.17｜40.9.17｝
G1065	PRT-N	｛40.9.17｜40.9.17｝
G4486	V-PPI-3P	｛40.9.17｜40.9.17｝
G3588	T-NPM	｛40.9.17｜40.9.17｝
G779	N-NPM	｛40.9.17｜40.9.17｝
G2532	CONJ	｛40.9.17｜40.9.17｝
G3588	T-NSM	｛40.9.17｜40.9.17｝
G3631	N-NSM	｛40.9.17｜40.9.17｝
G1632	V-PPI-3S	｛40.9.17｜40.9.17｝
G2532	CONJ	｛40.9.17｜40.9.17｝
G3588	T-NPM	｛40.9.17｜40.9.17｝
G779	N-NPM	｛40.9.17｜40.9.17｝
G622	V-PPI-3P	｛40.9.17｜40.9.17｝
G235	CONJ	｛40.9.17｜40.9.17｝
G906	V-PAI-3P	｛40.9.17｜40.9.17｝
G3631	N-ASM	｛40.9.17｜40.9.17｝
G3501	A-ASM	｛40.9.17｜40.9.17｝
G1519	PREP	｛40.9.17｜40.9.17｝
G779	N-APM	｛40.9.17｜40.9.17｝
G2537	A-APM	｛40.9.17｜40.9.17｝
G2532	CONJ	｛40.9.17｜40.9.17｝
G297	A-NPM	｛40.9.17｜40.9.17｝
G4933	V-PPI-3P	｛40.9.17｜40.9.17｝
G3778	D-APN	｛40.9.18｜40.9.18｝
G846	P-GSM	｛40.9.18｜40.9.18｝
G2980	V-PAP-GSM	｛40.9.18｜40.9.18｝
G846	P-DPM	｛40.9.18｜40.9.18｝
G2400	INJ	｛40.9.18｜40.9.18｝
G758	N-NSM	｛40.9.18｜40.9.18｝
G1520	A-NSM	｛40.9.18｜40.9.18｝
G2064	V-2AAP-NSM	｛40.9.18｜40.9.18｝
G4352	V-IAI-3S	｛40.9.18｜40.9.18｝
G846	P-DSM	｛40.9.18｜40.9.18｝
G3004	V-PAP-NSM	｛40.9.18｜40.9.18｝
G3754	CONJ	｛40.9.18｜40.9.18｝
G3588	T-NSF	｛40.9.18｜40.9.18｝
G2364	N-NSF	｛40.9.18｜40.9.18｝
G1473	P-1GS	｛40.9.18｜40.9.18｝
G737	ADV	｛40.9.18｜40.9.18｝
G5053	V-AAI-3S	｛40.9.18｜40.9.18｝
G235	CONJ	｛40.9.18｜40.9.18｝
G2064	V-2AAP-NSM	｛40.9.18｜40.9.18｝
G2007	V-2AAM-2S	｛40.9.18｜40.9.18｝
G3588	T-ASF	｛40.9.18｜40.9.18｝
G5495	N-ASF	｛40.9.18｜40.9.18｝
G4771	P-2GS	｛40.9.18｜40.9.18｝
G1909	PREP	｛40.9.18｜40.9.18｝
G846	P-ASF	｛40.9.18｜40.9.18｝
G2532	CONJ	｛40.9.18｜40.9.18｝
G2198	V-FDI-3S	｛40.9.18｜40.9.18｝
G2532	CONJ	｛40.9.19｜40.9.19｝
G1453	V-APP-NSM	｛40.9.19｜40.9.19｝
G3588	T-NSM	｛40.9.19｜40.9.19｝
G2424	N-NSM-P	｛40.9.19｜40.9.19｝
G190	V-IAI-3S	｛40.9.19｜40.9.19｝
G846	P-DSM	｛40.9.19｜40.9.19｝
G2532	CONJ	｛40.9.19｜40.9.19｝
G3588	T-NPM	｛40.9.19｜40.9.19｝
G3101	N-NPM	｛40.9.19｜40.9.19｝
G846	P-GSM	｛40.9.19｜40.9.19｝
G2532	CONJ	｛40.9.20｜40.9.20｝
G2400	INJ	｛40.9.20｜40.9.20｝
G1135	N-NSF	｛40.9.20｜40.9.20｝
G131	V-PAP-NSF	｛40.9.20｜40.9.20｝
G1427	A-APN-NUI	｛40.9.20｜40.9.20｝
G2094	N-APN	｛40.9.20｜40.9.20｝
G4334	V-2AAP-NSF	｛40.9.20｜40.9.20｝
G3693	ADV	｛40.9.20｜40.9.20｝
G681	V-ADI-3S	｛40.9.20｜40.9.20｝
G3588	T-GSN	｛40.9.20｜40.9.20｝
G2899	N-GSN	｛40.9.20｜40.9.20｝
G3588	T-GSN	｛40.9.20｜40.9.20｝
G2440	N-GSN	｛40.9.20｜40.9.20｝
G846	P-GSM	｛40.9.20｜40.9.20｝
G3004	V-IAI-3S	｛40.9.21｜40.9.21｝
G1063	CONJ	｛40.9.21｜40.9.21｝
G1722	PREP	｛40.9.21｜40.9.21｝
G1438	F-3DSF	｛40.9.21｜40.9.21｝
G1437	CONJ	｛40.9.21｜40.9.21｝
G3441	A-ASN	｛40.9.21｜40.9.21｝
G681	V-AMS-1S	｛40.9.21｜40.9.21｝
G3588	T-GSN	｛40.9.21｜40.9.21｝
G2440	N-GSN	｛40.9.21｜40.9.21｝
G846	P-GSM	｛40.9.21｜40.9.21｝
G4982	V-FPI-1S	｛40.9.21｜40.9.21｝
G3588	T-NSM	｛40.9.22｜40.9.22｝
G1161	CONJ	｛40.9.22｜40.9.22｝
G2424	N-NSM-P	｛40.9.22｜40.9.22｝
G4762	V-2APP-NSM	｛40.9.22｜40.9.22｝
G2532	CONJ	｛40.9.22｜40.9.22｝
G1492	V-2AAP-NSM	｛40.9.22｜40.9.22｝
G846	P-ASF	｛40.9.22｜40.9.22｝
G2036	V-2AAI-3S	｛40.9.22｜40.9.22｝
G2293	V-PAM-2S	｛40.9.22｜40.9.22｝
G2364	N-VSF	｛40.9.22｜40.9.22｝
G3588	T-NSF	｛40.9.22｜40.9.22｝
G4102	N-NSF	｛40.9.22｜40.9.22｝
G4771	P-2GS	｛40.9.22｜40.9.22｝
G4982	V-RAI-3S	｛40.9.22｜40.9.22｝
G4771	P-2AS	｛40.9.22｜40.9.22｝
G2532	CONJ	｛40.9.22｜40.9.22｝
G4982	V-API-3S	｛40.9.22｜40.9.22｝
G3588	T-NSF	｛40.9.22｜40.9.22｝
G1135	N-NSF	｛40.9.22｜40.9.22｝
G575	PREP	｛40.9.22｜40.9.22｝
G3588	T-GSF	｛40.9.22｜40.9.22｝
G5610	N-GSF	｛40.9.22｜40.9.22｝
G1565	D-GSF	｛40.9.22｜40.9.22｝
G2532	CONJ	｛40.9.23｜40.9.23｝
G2064	V-2AAP-NSM	｛40.9.23｜40.9.23｝
G3588	T-NSM	｛40.9.23｜40.9.23｝
G2424	N-NSM-P	｛40.9.23｜40.9.23｝
G1519	PREP	｛40.9.23｜40.9.23｝
G3588	T-ASF	｛40.9.23｜40.9.23｝
G3614	N-ASF	｛40.9.23｜40.9.23｝
G3588	T-GSM	｛40.9.23｜40.9.23｝
G758	N-GSM	｛40.9.23｜40.9.23｝
G2532	CONJ	｛40.9.23｜40.9.23｝
G1492	V-2AAP-NSM	｛40.9.23｜40.9.23｝
G3588	T-APM	｛40.9.23｜40.9.23｝
G834	N-APM	｛40.9.23｜40.9.23｝
G2532	CONJ	｛40.9.23｜40.9.23｝
G3588	T-ASM	｛40.9.23｜40.9.23｝
G3793	N-ASM	｛40.9.23｜40.9.23｝
G2350	V-PPP-ASM	｛40.9.23｜40.9.23｝
G3004	V-IAI-3S	｛40.9.24｜40.9.24｝
G402	V-PAM-2P	｛40.9.24｜40.9.24｝
G3756	PRT-N	｛40.9.24｜40.9.24｝
G1063	CONJ	｛40.9.24｜40.9.24｝
G599	V-2AAI-3S	｛40.9.24｜40.9.24｝
G3588	T-NSN	｛40.9.24｜40.9.24｝
G2877	N-NSN	｛40.9.24｜40.9.24｝
G235	CONJ	｛40.9.24｜40.9.24｝
G2518	V-PAI-3S	｛40.9.24｜40.9.24｝
G2532	CONJ	｛40.9.24｜40.9.24｝
G2606	V-IAI-3P	｛40.9.24｜40.9.24｝
G846	P-GSM	｛40.9.24｜40.9.24｝
G3753	CONJ	｛40.9.25｜40.9.25｝
G1161	CONJ	｛40.9.25｜40.9.25｝
G1544	V-API-3S	｛40.9.25｜40.9.25｝
G3588	T-NSM	｛40.9.25｜40.9.25｝
G3793	N-NSM	｛40.9.25｜40.9.25｝
